title,chinese_title,category,original_publish_date,publish_date,summary,chinese_summary,original_file_url,source_url
TRS 1025 - Annex 10: UNFPA-WHO technical specifications for male latex condoms,联合国人口基金-WHO男性乳胶避孕套技术规范,Regulatory standards,30 September 2020,2020-09-30,,,https://cdn.who.int/media/docs/default-source/medicines/norms-and-standards/guidelines/trs1025/trs1025-annex10.pdf?sfvrsn=e9a028d1_2&download=true,https://www.who.int/publications/m/item/trs-1025-annex-10
TRS 1025 - Annex 13: WHO guideline on the implementation of quality management systems for national regulatory authorities,WHO关于国家监管机构实施质量管理体系的指南,Regulatory standards,20 April 2020,2020-04-20,"The aim of this guideline is to assist NRAs to develop, implement and improve their QMSs, based on principles from International Organization for Standardization (ISO) document ISO 9001 standard requirements (5). It provides recommendations on what NRAs should implement and maintain under each QMS to effectively and efficiently support the execution of NRA functions as mandated by national laws and regulations. The guideline is expected to promote consistency in regulatory practices within and across NRAs, to facilitate harmonization, mutual reliance and recognition mechanisms among Member States.",本指南旨在帮助国家监管机构（NRA）根据国际标准化组织（ISO）文件ISO 9001标准要求中的原则，制定、实施并改进其质量管理体系（QMS）（5）。指南针对每个质量管理体系，提出了NRA应实施和保持的具体内容建议，以有效且高效地支持国家法律法规所赋予的NRA职能。预计该指南将促进各NRA内部及不同NRA之间的监管实践一致性，从而推动成员国间协调一致、相互信任与认可机制的建立。,https://cdn.who.int/media/docs/default-source/medicines/norms-and-standards/guidelines/prequalification/trs1025-annex13.pdf?sfvrsn=2fe3b8d_18&download=true,https://www.who.int/publications/m/item/trs-1025-annex-13-qms-nra
TRS 1019 - Annex 5: Guidelines on import procedures for medical products,医疗产品进口程序指南,Regulatory standards,10 October 2019,2019-10-10,,,https://cdn.who.int/media/docs/default-source/medicines/norms-and-standards/guidelines/distribution/trs1019-annex5-who-guidelines-on-import-procedures-for-medical-products.pdf?sfvrsn=ef223e14_2&download=true,https://www.who.int/publications/m/item/annex-5-trs-1019
TRS 1019 - Annex 6: Good practices of national regulatory authorities in implementing the collaborative registration procedures for medical products,国家药品监管机构实施药品协同注册程序的良好实践,Regulatory standards,10 October 2019,2019-10-10,,,https://cdn.who.int/media/docs/default-source/medicines/norms-and-standards/guidelines/regulatory-standards/trs1019-annex6.pdf?sfvrsn=f839be63_2&download=true,https://www.who.int/publications/m/item/annex-6-trs-1019
TRS 1019 - Annex 4: Protocol to conduct equilibrium solubility experiments for the purpose of Biopharmaceutics Classification System-based classification of active pharmaceutical ingredients for biowaiver,用于基于生物药剂学分类系统对原料药进行生物豁免分类的平衡溶解度实验规程,Regulatory standards,10 October 2019,2019-10-10,,,https://cdn.who.int/media/docs/default-source/medicines/norms-and-standards/guidelines/regulatory-standards/trs1019-annex4-classification-system-based-classification-of-active-pharmaceutical-ingredients-for-biowaiver.pdf?sfvrsn=7ee2de7d_2&download=true,https://www.who.int/publications/m/item/annex-4-trs-1019
TRS 1010 - Annex 11: Collaborative procedure in the assessment and accelerated national registration of pharmaceutical products and vaccines approved by stringent regulatory authorities,药品和疫苗经严格监管机构批准后的评估与加速国家注册的协作程序,Regulatory standards,10 October 2018,2018-10-10,,,https://cdn.who.int/media/docs/default-source/medicines/norms-and-standards/guidelines/regulatory-standards/trs1010-annex11.pdf?sfvrsn=b7c8b9c1_2&download=true,https://www.who.int/publications/m/item/annex-11-trs-1010
TRS 1010 - Annex 10: WHO guidelines on stability testing of active pharmaceutical ingredients and finished pharmaceutical products,WHO关于原料药和成品药稳定性试验的指南,Regulatory standards,30 September 2018,2018-09-30,"The guidance on Stability testing of active pharmaceutical ingredients and  finished pharmaceutical products was published as Annex 2 in the World Health  Organization (WHO) Technical Report Series, No. 953, 2009 (1).  The aim of these regulatory guidelines is to outline the core stability data  package required for registration of active pharmaceutical ingredients (APIs) and  finished pharmaceutical products (FPPs), replacing the previous WHO guidelines  in this area. The guidelines cross-refer to the series of related documents published  by the International Council for Harmonisation of Technical Requirements for  Pharmaceuticals for Human Use (ICH) (2) and other WHO guidelines.  It was recommended that at the time of their publication these guidelines  should also be applied to products that are already being marketed, making  allowance for an appropriate transition period, for example, they could become  applicable upon re-registration or upon re-evaluation.  The 2009 guidance not only followed the usual consultation process, but  it was also the result of numerous discussions with the various regulatory forums,  including ICH. As a result, the ICH parties withdrew one of their guidance texts  (Q1F) and published the following text on their website:",关于原料药和成品药稳定性试验的指导原则已于2009年作为世界卫生组织（WHO）技术报告系列第953号附件2发布（1）。这些法规性指导原则旨在概述注册原料药（API）和成品药（FPP）所需的核心稳定性数据包，以取代此前WHO在该领域的相关指南。这些指导原则与国际人用药品注册技术要求协调会（ICH）发布的系列相关文件（2）及其他WHO指南相互参照。建议在指南发布时，也应将其适用于已上市的产品，同时适当预留过渡期，例如可在重新注册或重新评估时开始实施。2009年的指导原则不仅遵循了常规的咨询流程，更是与包括ICH在内的多个监管机构论坛进行了多次深入讨论的结果。因此，ICH各参与方撤回了其原有的一份指导性文件（Q1F），并在其网站上发布了以下文本：,https://cdn.who.int/media/docs/default-source/medicines/norms-and-standards/guidelines/regulatory-standards/trs1010-annex10-who-stability-testing-of-active-pharmaceutical-ingredients.pdf?sfvrsn=7cb7a4c9_4&download=true,https://www.who.int/publications/m/item/trs1010-annex10
"TRS 1010 - Annex 9: WHO good practices for desk assessment of compliance with good manufacturing practices, good laboratory practices and good clinical practices for medical products regulatory decisions",WHO药品监管决策中医疗产品GMP、GLP和GCP合规性桌面评估的良好实践,Regulatory standards,30 September 2018,2018-09-30,,,https://cdn.who.int/media/docs/default-source/medicines/norms-and-standards/current-projects/trs1010-annex9--desk-assessment.pdf?sfvrsn=3e2b1a_2&download=true,https://www.who.int/publications/m/item/trs1010-annex9
TRS 1003 - Annex 4: WHO Global Model Regulatory Framework for Medical Devices including in vitro diagnostic medical devices,WHO全球医疗器械监管框架模型，包括体外诊断医疗器械,Regulatory standards,10 October 2017,2017-10-10,,,https://cdn.who.int/media/docs/default-source/medicines/norms-and-standards/guidelines/regulatory-standards/trs1003-annex4-who-model-regulatory-framework-medical-devices.pdf?sfvrsn=66924772_2&download=true,https://www.who.int/publications/m/item/annex-4-trs-1003
"TRS 1003, Annex 5: General background notes on the list of international comparator pharmaceutical products",国际参比药品清单的一般背景说明,Regulatory standards,10 October 2017,2017-10-10,,,https://cdn.who.int/media/docs/default-source/medicines/norms-and-standards/guidelines/regulatory-standards/trs1003-annex5-who-list-international-comparator.pdf?sfvrsn=8ff132b2_2&download=true,https://www.who.int/publications/m/item/annex-5-trs-1003
TRS 966 - Annex 9: Guidance for organizations performing in vivo bioequivalence studies,开展体内生物等效性研究的机构指南,Regulatory standards,10 October 2016,2016-10-10,,,https://cdn.who.int/media/docs/default-source/medicines/norms-and-standards/guidelines/regulatory-standards/trs966-annex9-invivo-bioequivalence-studies.pdf?sfvrsn=510cfeec_2&download=true,https://www.who.int/publications/m/item/annex-9-trs-966
TRS 966 - Annex 10: WHO general guidance on variations to multisource pharmaceutical products,WHO 关于多源药品变更的总体指南,Regulatory standards,30 September 2016,2016-09-30,,,https://cdn.who.int/media/docs/default-source/medicines/norms-and-standards/guidelines/regulatory-standards/trs966-annex10.pdf?sfvrsn=5d94f486_2&download=true,https://www.who.int/publications/m/item/trs966-annex10
TRS 992 - Annex 9: Good review practices: guidelines for national and regional regulatory authorities,良好评审规范：面向国家和区域监管机构的指南,Regulatory standards,10 October 2015,2015-10-10,,,https://cdn.who.int/media/docs/default-source/medicines/norms-and-standards/guidelines/regulatory-standards/trs992-annex9.pdf?sfvrsn=f94751de_2&download=true,https://www.who.int/publications/m/item/annex-9-trs-992
"TRS 992, Annex 8 - Guidance on the selection of comparator pharmaceutical products for equivalence assessment of interchangeable multisource (generic) products",TRS 992，附件8 - 关于选择对照药品以评估可互换多源（仿制药）产品等效性的指南,Regulatory standards,10 October 2015,2015-10-10,,,https://cdn.who.int/media/docs/default-source/medicines/norms-and-standards/guidelines/regulatory-standards/trs992-annex8-who-comparators-multisource.pdf?sfvrsn=c5116e6_2&download=true,https://www.who.int/publications/m/item/annex-8-trs-992
TRS 992 - Annex 6: WHO recommendations for quality requirements when plant‑derived artemisinin is used as a starting material in the production of antimalarial active pharmaceutical ingredients,WHO关于植物来源青蒿素用作抗疟疾原料药生产起始物料时的质量要求建议,Regulatory standards,30 September 2015,2015-09-30,,,https://cdn.who.int/media/docs/default-source/medicines/norms-and-standards/guidelines/quality-control/trs992-annex6.pdf?sfvrsn=48e1e789_2&download=true,https://www.who.int/publications/m/item/trs-992-annex-6
TRS 986 - Annex 6: Guidelines on submission of documentation for a multisource (generic) finished pharmaceutical product: quality part,多源（仿制）成品制药产品的文件提交指南：质量部分,Regulatory standards,10 October 2014,2014-10-10,,,https://cdn.who.int/media/docs/default-source/medicines/norms-and-standards/guidelines/regulatory-standards/trs986-annex6.pdf?sfvrsn=ec67d04f_2&download=true,https://www.who.int/publications/m/item/annex-6-trs-986
TRS 981 - Annex 2: WHO guidelines on quality risk management,WHO关于质量风险管理的指南,Regulatory standards,25 January 2013,2013-01-25,,,https://cdn.who.int/media/docs/default-source/medicines/norms-and-standards/guidelines/production/trs981-annex2-who-quality-risk-management.pdf?sfvrsn=2fa44bc4_2&download=true,https://www.who.int/publications/m/item/trs981-annex2
TRS 961 - Annex 14: WHO guidelines for drafting a site master file,WHO起草现场主文件的指南,Regulatory standards,31 October 2011,2011-10-31,The aim of these explanatory notes is to guide the manufacturer of medicinal  products in the preparation of an SMF that is useful to the regulatory  authority in planning and conducting GMP inspections.,本说明旨在指导药品生产商编制一份SMF，以帮助监管机构规划和实施GMP检查。,https://cdn.who.int/media/docs/default-source/medicines/who-technical-report-series-who-expert-committee-on-specifications-for-pharmaceutical-preparations/who-guidelines-for-drafting-a-site-master-filee834ef01-0ebe-400d-9130-daff614884d8.pdf?sfvrsn=89e9986b_1&download=true,https://www.who.int/publications/m/item/trs961-annex14
TRS 957 - Annex 7: WHO guidelines for the preparation of a contract research organization master file,WHO关于合同研究组织主文件编制的指南,Regulatory standards,30 September 2010,2010-09-30,,,https://cdn.who.int/media/docs/default-source/medicines/norms-and-standards/guidelines/regulatory-standards/trs957-annex7-guidelinespreparationcontractresearchorgmasterfile.pdf?sfvrsn=958aef39_2&download=true,https://www.who.int/publications/m/item/trs-957-annex-7
TRS 948 - Annex 4: Guidelines on active pharmaceutical ingredient master file procedure,活性药物成分主文件程序指南,Regulatory standards,10 October 2008,2008-10-10,,,https://cdn.who.int/media/docs/default-source/medicines/norms-and-standards/guidelines/regulatory-standards/trs948-annex5-guidelinesactivepharmaceuticalingredient.pdf?sfvrsn=c64a180f_2&download=true,https://www.who.int/publications/m/item/annex-4-trs-948
TRS 948 - Annex 5: International Nonproprietary Names for biological and biotechnological substances: a review,生物制品和生物技术产品的国际非专利名称：综述,Regulatory standards,9 October 2008,2008-10-09,,,https://cdn.who.int/media/docs/default-source/medicines/norms-and-standards/guidelines/inspections/trs948-annex5-inn-for-biological-and-biotech-products.pdf?sfvrsn=ac2c58c_1&download=true,https://www.who.int/publications/m/item/annex-5-trs-948
TRS 929 - Annex 4: WHO guidelines for sampling of pharmaceutical products and related materials,WHO药品及相关物料取样指南,Regulatory standards,10 October 2005,2005-10-10,,,https://cdn.who.int/media/docs/default-source/medicines/norms-and-standards/guidelines/inspections/trs929-annex4-guidelinessamplingpharmproducts.pdf?sfvrsn=c47a0070_1&download=true,https://www.who.int/publications/m/item/annex-4-trs-929
TRS 929 - Annex 5: Guidelines for registration of fixed-dose combination medicinal products,固定剂量复方药物注册指南,Regulatory standards,9 October 2005,2005-10-09,,,https://cdn.who.int/media/docs/default-source/medicines/norms-and-standards/guidelines/inspections/trs929-annex5-guidelines-for-registration-of-fixed-dose-combination-medical-products.pdf?sfvrsn=99717b5b_4&download=true,https://www.who.int/publications/m/item/annex-5-trs-929
TRS 917 - Annex 3: WHO pharmaceutical starting materials certification scheme (SMACS): guidelines on implementation,WHO原料药认证计划（SMACS）：实施指南,Regulatory standards,10 October 2003,2003-10-10,,,https://cdn.who.int/media/docs/default-source/medicines/norms-and-standards/guidelines/distribution/trs917-annex3-certification-scheme-implementation.pdf?sfvrsn=dbdf5179_2&download=true,https://www.who.int/publications/m/item/annex-3-trs-917
TRS 902 - Annex 9: Guidelines on packaging for pharmaceutical products,药品包装指南,Regulatory standards,10 October 2002,2002-10-10,,,https://cdn.who.int/media/docs/default-source/medicines/norms-and-standards/guidelines/regulatory-standards/trs902-annex9.pdf?sfvrsn=82b4c57d_2&download=true,https://www.who.int/publications/m/item/annex-9-trs-902
WHO List of International Comparator Products,WHO国际参比产品清单,Regulatory standards,11 December 2024,2024-12-11,"The list of international comparator products provides tabulated information about pharmaceutical products on the World Health Organization (WHO) Model List of Essential Medicines (EML), specific finished pharmaceutical products that can be selected as comparators (column headed “International comparator product”) and the markets where the product’s quality, safety and efficacy is considered as best documented (column headed “Market”). This list is for identifying comparator products for equivalence assessment of interchangeable multisource (generic) products. Comparator products recommended by the WHO Prequalification Team – Medicines (PQTm) are included in the list of international comparator products (column headed “PQ comparator product”). The list is compiled based on data publicly available and information provided by medicines regulatory authorities and manufacturers.",国际参比产品清单提供了世界卫生组织（WHO）基本药物标准清单（EML）中药品的汇总信息，列出了可作为参比品选择的具体成品药品种（栏目标题为“国际参比产品”），以及这些产品在哪些市场上的质量、安全性和有效性被认为有最充分的文献证据支持（栏目标题为“市场”）。该清单旨在帮助确定可互换的多来源（仿制）产品的等效性评估所用的参比品。由WHO药品预审评团队——药品（PQTm）推荐的参比产品已被纳入国际参比产品清单（栏目标题为“PQ参比产品”）。本清单依据公开可得的数据，以及药品监管机构和生产商提供的信息编制而成。,https://cdn.who.int/media/docs/default-source/medicines/norms-and-standards/current-projects/who_mhp_hps_tss_nsp_2024.2.xlsx?sfvrsn=efb0f02_3&download=true,https://www.who.int/publications/m/item/the-list-of-international-comparator-products
"TRS 1025 - Annex 9: World Health Organization/United Nations Population Fund Prequalification Programme guidance for contraceptive devices: male latex condoms, female condoms and intrauterine devices",世界卫生组织/联合国人口基金预审方案：避孕器械指南——男用乳胶避孕套、女用避孕套和宫内节育器,Prequalification,20 April 2020,2020-04-20,,,https://cdn.who.int/media/docs/default-source/medicines/norms-and-standards/guidelines/prequalification/trs1025-annex9.pdf?sfvrsn=ef30a3e6_1&download=true,https://www.who.int/publications/m/item/trs-1025-annex-9
"TRS 1003 - Annex 3: Prequalification of quality control laboratories: procedure for assessing the acceptability, in principle, of quality control laboratories for use by United Nations agencies",质量控制实验室的预认证：评估联合国机构拟使用的质量控制实验室原则上可接受性的程序,Prequalification,10 October 2017,2017-10-10,,,https://cdn.who.int/media/docs/default-source/medicines/norms-and-standards/guidelines/prequalification/trs1003-annex3-quality-control-laboratories.pdf?sfvrsn=c07d6468_2&download=true,https://www.who.int/publications/m/item/annex-3-trs-1003
TRS 996 - Annex 8: Collaborative procedure between WHO Prequalification Team and national regulatory authorities in the assessment and accelerated national registration of WHO-prequalified pharmaceutical products and vaccines,世界卫生组织预认证团队与国家监管机构之间的协作程序，用于评估并加速WHO预认证药品和疫苗的国家注册,Prequalification,17 November 2016,2016-11-17,,,https://cdn.who.int/media/docs/default-source/medicines/norms-and-standards/guidelines/prequalification/trs996-annex08-crp-pq.pdf?sfvrsn=791d2c89_4&download=true,https://www.who.int/publications/m/item/trs996-annex08-crp-pq
TRS 986 - Annex 5: Guidelines on submission of documentation for prequalification of finished pharmaceutical products approved by stringent regulatory authorities,经严格监管机构批准的成品药预审资格文件提交指南,Prequalification,9 October 2014,2014-10-09,,,https://cdn.who.int/media/docs/default-source/medicines/norms-and-standards/guidelines/inspections/trs986-annex5.pdf?sfvrsn=f1246206_1&download=true,https://www.who.int/publications/m/item/annex-5-trs-986
TRS 981 - Annex 3: WHO guidelines on variations to a prequalified product,WHO关于预审产品变更的指南,Prequalification,10 October 2013,2013-10-10,,,https://cdn.who.int/media/docs/default-source/medicines/norms-and-standards/guidelines/prequalification/trs981-annex3-who-variations-prequalified-product.pdf?sfvrsn=809e81b_2&download=true,https://www.who.int/publications/m/item/annex-3-trs-981
TRS 970 - Annex 4: Guidelines on submission of documentation for a multisource (generic) finished pharmaceutical product for the WHO Prequalification of Medicines Programme: quality part,多源（仿制）成品药品向WHO药品预认证计划提交文件的指南：质量部分,Prequalification,10 October 2012,2012-10-10,,,https://cdn.who.int/media/docs/default-source/medicines/norms-and-standards/guidelines/prequalification/trs970-annex4--multisource-prequal-quality-partpdf.pdf?sfvrsn=70912c7a_2&download=true,https://www.who.int/publications/m/item/annex-4-trs-970
TRS 961 - Annex 10: Procedure for prequalification of pharmaceutical products,药品产品预审定程序,Prequalification,10 October 2011,2011-10-10,,,https://cdn.who.int/media/docs/default-source/medicines/norms-and-standards/guidelines/prequalification/trs961-annex10-who-procedure-prequalification.pdf?sfvrsn=85029f47_2&download=true,https://www.who.int/publications/m/item/annex-10-trs-961
TRS 957 - Annex 6: Guidelines on the requalification of prequalified dossiers,预审资格档案重新认定指南,Prequalification,10 October 2010,2010-10-10,,,https://cdn.who.int/media/docs/default-source/medicines/norms-and-standards/guidelines/prequalification/trs957-annex6-who-requalification-prequalified-dossiers.pdf?sfvrsn=c9bbc6e4_2&download=true,https://www.who.int/publications/m/item/annex-6-trs-957
"TRS 953 - Annex 4: Procedure for assessing the acceptability, in principle, of active pharmaceutical ingredients for use in pharmaceutical products",评估原料药用于药品的可接受性原则程序,Prequalification,10 October 2009,2009-10-10,,,https://cdn.who.int/media/docs/default-source/medicines/norms-and-standards/guidelines/prequalification/trs953-annex4-procedureassessingacceptabilityprincipleactivepharmaceutical.pdf?sfvrsn=f43b8475_2&download=true,https://www.who.int/publications/m/item/annex-4-trs-953
TRS 1033 - Annex 4: WHO Guideline on data integrity,WHO GMP 数据完整性指南,Quality Assurance,10 October 2021,2021-10-10,,,https://cdn.who.int/media/docs/default-source/medicines/norms-and-standards/guidelines/inspections/trs1033-annex4-guideline-on-data-integrity.pdf?sfvrsn=6218a4e6_4&download=true,https://www.who.int/publications/m/item/annex-4-trs-1033
TRS 1033 - Annex 2: Points to consider when including Health-Based Exposure Limits (HBELs) in cleaning validation,在清洁验证中纳入基于健康的暴露限值（HBELs）时需考虑的要点,Quality Assurance,10 October 2021,2021-10-10,,,https://cdn.who.int/media/docs/default-source/medicines/norms-and-standards/guidelines/inspections/trs1033-annex2-points-to-consider-when-incl-hbels-in-cleaning-validation.pdf?sfvrsn=5ee0cd8a_1&download=true,https://www.who.int/publications/m/item/annex-2-trs-1033
TRS 986 - Appendix 6: Interagency finished pharmaceutical product questionnaire,跨机构成品药品问卷,Quality Assurance,17 February 2021,2021-02-17,,,https://cdn.who.int/media/docs/default-source/procurement/iapq-template.pdf?sfvrsn=de076515_1&download=true,https://www.who.int/publications/m/item/interagency-finished-pharmaceutical-product-questionnaire
TRS 1019 - Annex 3: Good manufacturing practices: guidelines on validation,GMP：验证指南,Quality Assurance,25 January 2019,2019-01-25,,,https://cdn.who.int/media/docs/default-source/medicines/norms-and-standards/guidelines/production/trs1019-annex3-gmp-validation.pdf?sfvrsn=9440a5c_0&download=true,https://www.who.int/publications/m/item/trs1019-annex3
TRS 996 - Annex 6: WHO good trade and distribution practices for pharmaceutical starting materials,WHO药品原料药良好贸易与分销规范,Quality Assurance,10 October 2016,2016-10-10,,,https://cdn.who.int/media/docs/default-source/medicines/norms-and-standards/guidelines/distribution/trs996-annex06-good-trade-and-distribution-practice-for-starting-materials914a3c92-e15d-420d-859a-34f666a6c659.pdf?sfvrsn=71e466ca_2&download=true,https://www.who.int/publications/m/item/annex-6-trs-996
TRS 966 - Annex 7: Guidelines on the conduct of surveys of the quality of medicines,药品质量调查指南,Quality Assurance,10 October 2016,2016-10-10,,,https://cdn.who.int/media/docs/default-source/medicines/norms-and-standards/guidelines/distribution/trs966-annex7-who-guidelines-on-the-conduct-of-surveys-of-the-quality-of-medicines.pdf?sfvrsn=4dbb5519_2&download=true,https://www.who.int/publications/m/item/Annex-7-trs-no-966
Guidelines on the conduct of surveys of the quality of medicines - QAS/15.630,药品质量调查指南 - QAS/15.630,Quality Assurance,30 June 2015,2015-06-30,,,https://cdn.who.int/media/docs/default-source/medicines/norms-and-standards/current-projects/guidelines-on-medicines-quality-surveys-qas15-630-30062015.pdf?sfvrsn=4869e295_2&download=true,https://www.who.int/publications/m/item/qas-15.630
TRS 986 - Annex 4: Assessment tool based on the model quality assurance system for procurement agencies: aide-memoire for inspection,基于采购机构模型质量保证体系的评估工具：检查备忘录,Quality Assurance,10 October 2014,2014-10-10,,,https://cdn.who.int/media/docs/default-source/medicines/norms-and-standards/guidelines/distribution/trs986-annex4-assessment-tool-based-on-the-model-quality-assurance-system.pdf?sfvrsn=d4c03f00_7&download=true,https://www.who.int/publications/m/item/annex4-trs986-eng
TRS 986 - Annex 3: WHO model quality assurance system for procurement agencies,WHO采购机构GMP质量保证体系范本,Quality Assurance,30 September 2014,2014-09-30,,,https://cdn.who.int/media/docs/default-source/medicines/norms-and-standards/guidelines/distribution/trs986-annex3-who-model-quality-assurance-system-for-procurement-agencies.pdf?sfvrsn=4baca576_4&download=true,https://www.who.int/publications/m/item/trs-986-annex-3
